ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce,country,currency
PM,Consumer Defensive,Tobacco,287211225088.0,333629325312.0,18594000896.0,11064999936.0,8575249920.0,-5.954,1558558846.0,51975000064.0,5463000064.0,69185000000.0,27917000704.0,12184000512.0,0.15456,-1.107164292175305,0.36044,0.67280996,0.976,-5.2006203786271765,41493000192.0,0.091,-0.093,,333629325312.0,,46512000000.0,0.0557325135571084,0.0385256527930262,0.0298569455889914,,0.4035123322107393,0.7749887003704724,0.0857015224550041,0.0311660922837657,0.0807413620051972,0.0584336423705373,0.0301593655112596,0.1197882947041305,0.0,2.5014519607776187,9.74606175173283,0.234420403982628,0.3534667946432652,United States,USD
NOVN.SW,Healthcare,Drug Manufacturers - General,231909490688.0,267660263424.0,22922000384.0,13534000128.0,12024750080.0,15.87329,1908091965.0,46997999616.0,6892000256.0,110949000000.0,42746998784.0,19175000064.0,0.10541,0.34929,0.30479,0.75554,0.848,1.20734,56577998848.0,-0.007,-0.093,,267660263424.0,46130000000.0,40105999360.0,0.0856384137517242,0.0583589748218109,0.0518510477700868,0.1989138084135638,0.3852851200461473,0.888484554919017,0.0925166147146356,0.0831171365466847,0.090069868071752,0.0897878713199749,0.0247760192853591,0.0851182442344932,-0.0353931917502311,1.749672746188189,15.293706293706292,0.4079960896351015,0.2091047077243011,Switzerland,CHF
RY.TO,Financial Services,Banks - Diversified,386281209856.0,83303981056.0,,21597999104.0,,93.28,1389700752.0,483078995968.0,794214006784.0,2325006000000.0,65716998144.0,-61369999360.0,0.00955,0.16203,0.45286998,0.0,,3.4730897245564085,65716998144.0,0.161,0.275,,83303981056.0,139092000000.0,-311135010816.0,0.0,0.0559126319192471,0.0,0.3600796426309513,0.02826530260309,0.0,0.1090329094401807,0.39673968952234,0.1054793238527735,0.3365086986718341,,0.0706507974370758,-0.0102081125786346,,,-0.1270392624647776,,Canada,CAD
IBM,Technology,Information Technology Services,257472184320.0,314087145472.0,16611000320.0,10732999680.0,13080750080.0,35.083,939885280.0,69802000384.0,11783000064.0,151880000000.0,40214999040.0,13991999488.0,0.05369,0.35772,0.13809,0.58358,0.796,2.1116900000000003,68910997504.0,0.095,0.142,,314087145472.0,32648000000.0,58019000320.0,0.0528865971099757,0.0416860551688195,0.0508045174454361,0.1268020469326634,0.2647814000526731,1.2187413090466055,0.0371817990592839,0.106174351015752,0.0346859058330925,0.0786775953788899,0.0418542318851096,0.1071988336067067,0.0050256183525983,3.492805923924033,6.337467700258398,0.2004527006536512,0.1083093391743654,United States,USD
TXN,Technology,Semiconductors,266748198912.0,265602269184.0,8664999936.0,5336000000.0,1068249984.0,18.437,910092791.0,14049999872.0,5103000064.0,34585000000.0,10568999936.0,7824000000.0,0.12161,0.32347,0.37824002,0.57322,4.456,0.83741,18438000640.0,0.186,0.313,,265602269184.0,16273000000.0,8946999808.0,0.0326239680203831,0.0200038838941152,0.0040047130153347,0.0610050979402055,0.305594909238109,0.2001967736131934,-0.0406775649113262,-0.2397131508052896,-0.0503231268519825,-0.345062868196606,-0.1173464546987458,-0.026021571995832,-0.000124403821017,1.032544705606793,11.515653775322283,0.5568683324753841,0.1989753707121491,United States,USD
KLAC,Technology,Semiconductor Equipment & Materials,304477044736.0,280160796672.0,5850215936.0,4670560768.0,2890187008.0,44.606,130627521.0,6145359872.0,4957938176.0,16067926000.0,8047422976.0,4401639936.0,0.21282,0.94975996,0.41215,0.61446,3.026,1.054,13096660992.0,0.115,0.118,,280160796672.0,4692453000.0,1187421696.0,0.0208816365654798,0.015339615411893,0.0094922985425911,0.0154115165038751,0.5008376921825505,0.6188094217298064,0.0968553433165166,0.0757785043368266,0.0782124959701363,0.0583501551636934,-0.0009229059661811,0.0411026200944098,0.0018777904072346,0.2029705756146639,16.370518191987188,0.71625421906618,0.4128325754408794,United States,USD
MS,Financial Services,Capital Markets,329818144768.0,253016686592.0,,17503000576.0,,66.178,1577284817.0,579511975936.0,663304994816.0,1420270000000.0,63944998912.0,-1011000000.0,0.0127,0.16388,0.40616,0.87388,1.961,5.02246,73173999616.0,0.163,0.319,,253016686592.0,111632000000.0,-83793018880.0,0.0,0.0530686405634593,0.0,0.3384653081428371,0.0450231286389207,0.0,0.0952417143164723,,0.096624848528049,0.0052633097677102,,0.1688781972411488,0.0,,,-0.001744571366911,,United States,USD
GEV,Industrials,Specialty Industrial Machinery,244263796736.0,228130422784.0,3415000064.0,9374999552.0,9315624960.0,51.809,268719995.0,3755000064.0,9772000256.0,63016000000.0,7985999872.0,9013999616.0,0.02384,0.75708,0.05461,0.20282,0.893,0.24925,39374999552.0,0.163,18.165,,228130422784.0,11178000000.0,-6017000192.0,0.014969507452469,0.038380634696072,0.0381375590017063,0.045762000547634,0.1267297174051034,0.9936667098840198,0.0868232631682299,,0.0792900453287808,0.8809384164222874,0.0813236867509929,0.2239681460619598,0.0074177674018451,-1.7619326732756395,14.173469387755102,2.4005324799909245,0.0630103429504627,United States,USD
WFC,Financial Services,Banks - Diversified,248395579392.0,276132724736.0,,20668999680.0,,53.194,3060189494.0,469223997440.0,461199998976.0,2148631000000.0,81135001600.0,1179000064.0,0.01051,0.12028,0.29447,0.0,,2.590723109592142,81135001600.0,0.057,0.151,,276132724736.0,181117000000.0,8023998464.0,0.0,0.0832100141660801,0.0,0.7291474366948142,0.0377612543056485,0.0,0.0401869216936836,,0.0342977458508793,,,0.1133697265842593,0.0,,,0.0025126593491219,,United States,USD
NESN.SW,Consumer Defensive,Packaged Foods,205597540352.0,256953483264.0,16652000256.0,9032999936.0,6238374912.0,12.755,2572220000.0,57851998208.0,6230000128.0,127151000000.0,41190998016.0,15904000000.0,0.06525,0.26534,0.14885001,0.45826,0.786,1.75002,89884999680.0,-0.022,-0.24,,256953483264.0,32810000000.0,51621998080.0,0.0648055050450176,0.04393535020183,0.0303426534253249,0.1595836212039627,0.3239533941219495,0.6906204977526527,-0.0175204801054492,0.1886301506740575,-0.0176515135123439,0.1507278422701308,0.0042118488298857,-0.0869786879595588,-0.0165954198473282,3.100047879317064,6.897421832144817,0.2749083954337939,0.1454364597429936,Switzerland,CHF
RTX,Industrials,Aerospace & Defense,243150405632.0,272786112512.0,15262999552.0,7256000000.0,7233375232.0,49.217,1346683428.0,38934999040.0,6817999872.0,171079000000.0,18267000832.0,11116999680.0,0.040510003,0.11571,0.13182001,0.20212999,1.024,0.57229,90372997120.0,0.087,0.325,,272786112512.0,65245000000.0,32116999168.0,0.0559522602211964,0.0298416117429049,0.0297485632943893,0.2683318575200986,0.1067752373581795,0.9968819228224918,0.0972310107198741,0.1924114973812372,0.1000933401018553,0.1634881109320834,-0.0030029522562865,0.050460208398573,0.0038149213286882,2.104239016621836,5.759128065395095,0.2855271594736374,0.0941092657731866,United States,USD
SHEL.L,Energy,Oil & Gas Integrated,182563438592.0,236178849792.0,49131999232.0,18751000576.0,15633999872.0,23.088808,5549040619.0,75645001728.0,23117000704.0,370350000000.0,69128003584.0,39644000256.0,0.049889997,0.10697,0.14873,0.25858,1.275,0.4332399999999999,267342004224.0,0.007,0.266,,236178849792.0,174392000000.0,52528001024.0,0.2080287852839913,0.1027095059153956,0.0856359849079063,0.9552405527907378,0.1866558757499662,0.833768833222183,-0.1121334782072029,-0.1948129567979154,-0.1202729575417169,-0.1817636419780317,-0.0473734739247241,-0.0445268298723713,-0.0648230155755487,1.0691199593968113,7.27631301413204,0.5240795736716306,0.1198082900654661,United Kingdom,GBP
LIN,Basic Materials,Specialty Chemicals,238991982592.0,259421175808.0,13589999616.0,7081999872.0,4694499840.0,83.368,462347310.0,26317000704.0,3959000064.0,86817000000.0,16899999744.0,10428999680.0,0.07237,0.18229,0.28471002,0.48766,0.828,0.65642,34654998528.0,0.082,0.134,,259421175808.0,38245000000.0,22358000640.0,0.0523858531350504,0.0296327926786154,0.0196429176790181,0.1600262886863896,0.1946623327689277,0.6628777075470695,0.0061760606091361,-0.0365822982153808,0.0060566478240959,-0.0451941198643045,0.0713118167735986,0.0832220794290491,0.0,1.6451803731971495,20.17456896551724,0.3962837481862006,0.1307055390329382,United States,USD
SIE.DE,Industrials,Specialty Industrial Machinery,198847201280.0,252895576064.0,11843999744.0,7629000192.0,-312375008.0,83.938,762743366.0,54160998400.0,8664000512.0,166202000000.0,30958999552.0,13027999744.0,0.03542,0.12593001,0.12725,0.38845003,1.393,0.7635200000000001,79699001344.0,-0.0,-0.086,,252895576064.0,62244000000.0,45496997888.0,0.0468335584526107,0.0383661431636519,0.0,0.3130242698882807,0.186273327348648,-0.0409457334039086,0.0311458670100261,0.09847925156983,0.0289808188847973,0.0771137969409146,0.0261159944342452,0.1244147971747896,0.0,3.841354176915457,7.603658536585366,0.2405420898592593,0.104841896402418,Germany,EUR
QCOM,Technology,Semiconductors,208913350656.0,206995800064.0,12999000064.0,9923999744.0,9589624832.0,25.758,1054000000.0,15269999616.0,9799000064.0,50143000000.0,24377999360.0,14284999680.0,0.12692,0.36083,0.22059,0.54799,2.366,0.55979,44486000640.0,-0.035,1.73,,206995800064.0,21206000000.0,5470999552.0,0.0627983759089841,0.0475029466180024,0.0459024030866769,0.1015061983038036,0.4861695423089963,0.9663064368575622,0.0006330832838727,0.2333064900651127,0.0083152646601251,0.1895534133385795,-0.0241076927981507,-0.0908546977553758,-0.0350404312668463,0.4208784925812583,20.07078313253012,0.9354944360988776,0.3250567087002122,United States,USD
C,Financial Services,Banks - Diversified,229954404352.0,17657853952.0,,14696999936.0,,112.225,1705576955.0,815575007232.0,1046570008576.0,2657202000000.0,78734000128.0,-30797000704.0,0.0060900003,0.07649,0.34078,0.0,,3.841778536216797,78734000128.0,0.159,0.561,,17657853952.0,212291000000.0,-230995001344.0,0.0,0.0639126698939096,0.0,0.9231873622869952,0.0296304158012827,0.0,0.0458965468107859,,0.0436871771521879,-0.4544261277452104,,0.1293090148728508,1.0835498293550806e-05,,,-0.037761089330732,,United States,USD
MRVL,Technology,Semiconductors,235444994048.0,222399332352.0,2712000000.0,2526700032.0,2269700096.0,20.804,875553173.0,5277199872.0,3843599872.0,22285300000.0,4489600000.0,2056400000.0,0.03808,0.16028,0.14479999,0.51502997,3.278,0.2897,8717100032.0,0.276,-0.804,,222399332352.0,14308400000.0,1433600000.0,0.0121942812117242,0.0107315937729594,0.0096400439736564,0.0607717316643519,0.2014601553490417,0.8982863289091849,0.114495876423557,0.0911185849674973,0.1116159626927985,0.1092073133195165,0.0054980636921803,0.1029869583508624,-0.0216398071593533,0.5286135693215339,16.03751233958539,0.3896763529672123,0.170429272795938,United States,USD
PANW,Technology,Software - Infrastructure,219642494976.0,213543305216.0,1483500032.0,842899968.0,3579375104.0,34.032,815000000.0,2130000000.0,3111000064.0,23576200000.0,7632900096.0,4216999936.0,0.017719999,0.048309997,-0.02465,0.71963996,0.856,7.698,10606499840.0,0.311,,,213543305216.0,7824400000.0,-981000064.0,0.0069470687947788,0.0038375996780226,0.0162963688078261,0.0356233432918113,0.3237544683197462,4.246500462555481,0.187882500331709,0.2464175567407251,0.165903816052248,0.2002346798621028,0.0465487428322538,0.1793466027042304,0.0272223931098123,-0.6612740430328484,840.8421052631579,1.9798121765258216,0.1024877792176133,United States,USD
BHP.AX,Basic Materials,Other Industrial Metals & Mining,308905967616.0,326380388352.0,26292000768.0,10243000320.0,8137124864.0,14.110909,5080690184.0,29195999232.0,13509000192.0,108790000000.0,44856000512.0,19747000320.0,0.122250006,0.24712999,0.40728,0.83085,1.649,0.52639,53987999744.0,0.108,0.275,,326380388352.0,46228000000.0,15686999040.0,0.0805563131435586,0.0331589590160752,0.0263417535336035,0.1496507184913497,0.4123173132824708,0.7944083383568614,-0.0765586871130041,-0.2931763136847644,-0.0702583744769411,-0.3445667171462224,-0.054364594523831,0.0627967409780973,0.0008796984896641,0.5966453134708809,10.79348986125934,0.6763598040637187,0.2171420596665629,Australia,AUD
8306.T,Financial Services,Banks - Diversified,35420700147712.0,-4119999283200.0,,2427229044736.0,,1973.318,11276885929.0,110384014950400.0,151902574608384.0,431731548000000.0,8514254143488.0,-33246165336064.0,0.00611,0.11911,0.39532003,0.0,,4.955724913414899,8514254143488.0,,,,,22274040000000.0,-41518559657984.0,,0.0685257218127797,0.0,0.628842453907247,0.0197211766963298,0.0,0.0748211395546463,,0.0813846489719134,-0.8454021381630166,,0.0450676314255824,-0.016573151389344,,,-0.3011864113748974,,Japan,JPY
MCD,Consumer Cyclical,Restaurants,200646852608.0,254457118720.0,14869000192.0,8677999616.0,5952249856.0,-1.81,710505859.0,54895001600.0,1170000000.0,59515000000.0,15740000256.0,10535000064.0,0.13561,-4.848044478212291,0.44252998,0.57348996,1.136,-30.66759865921788,27445999616.0,0.094,0.069,,254457118720.0,,53725001600.0,0.0584342079592655,0.0432501158288988,0.0296653038840773,,0.2644711460304125,0.6859011430497856,0.0506378594670431,0.0940177544032661,0.0454622494629589,0.0678320363896094,0.0043655056966321,0.0785219818056612,0.0,3.613222200972583,7.88811630847029,0.1919118272509532,0.2262573884033796,United States,USD
ADI,Technology,Semiconductors,196968267776.0,196533895168.0,6149394944.0,3313432064.0,3868954624.0,69.273,487087040.0,8708730880.0,3439308032.0,47992712000.0,8216337920.0,5106470912.0,0.054899998,0.09639,0.38076,0.64491,1.752,0.2581,12740193280.0,0.372,1.105,,196533895168.0,33815755000.0,5269422848.0,0.0312892335377742,0.0168221617695707,0.0196425275384963,0.171681232626042,0.1711997004878574,1.167657748603232,-0.0283838918415268,0.0425286250673988,-0.0523707580755512,0.0291472038143536,-0.0123076300965704,-0.004884375197563,-0.013384644586121,0.8569010278224862,9.536277681954951,0.5863622360552264,0.0677103275352347,United States,USD
SAP.DE,Technology,Software - Application,166914244608.0,172423102464.0,11603999744.0,7312999936.0,8143750144.0,38.187,1167559048.0,7862000128.0,10044999680.0,70362000000.0,27527999488.0,8888999936.0,0.09082,0.16350001,0.30025998,0.73719,1.069,17.331,37341999104.0,0.06,0.093,,172423102464.0,44586000000.0,-2182999552.0,0.0672995647229047,0.0438129169453132,0.0487900248605245,0.2671192030656864,0.3912338973877945,1.113599099585716,0.076255521562585,0.2084063053421367,0.0753580051935429,0.1715673518952207,0.0009066249887691,-0.0521976911782534,0.0,-0.18812475009996,21.8739837398374,1.1306283122970715,0.2032637026404261,Germany,EUR
PEP,Consumer Defensive,Beverages - Non-Alcoholic,197652824064.0,239304998912.0,18695999488.0,8732999680.0,8746250240.0,15.631,1366768315.0,52728000512.0,10828000256.0,107399000000.0,51908001792.0,13100999680.0,0.090909995,0.43879002,0.16961999,0.54383,0.897,2.44837,95448997888.0,0.085,0.278,,239304998912.0,20406000000.0,41900000256.0,0.0781262387873272,0.0441835310036969,0.0442505705720043,0.1032416313636507,0.4833192282237264,1.0015172976623767,0.0282590925616892,0.1103762291055594,0.0252798081629734,0.077058015428511,0.0111583454564783,0.0797450410688972,0.000188055202949,2.241121170488556,10.138269402319358,0.2484638058106989,0.1522744020901721,United States,USD
CBA.AX,Financial Services,Banks - Diversified,261553602560.0,490242113536.0,,10403000320.0,,46.188,1672123722.0,341171994624.0,118870999040.0,1353799000000.0,28466999296.0,-45702000640.0,0.0076599997,0.13644,0.55507,0.0,,4.330912900172642,28466999296.0,0.066,0.045,,490242113536.0,78776000000.0,222300995584.0,0.0,0.0397738750993252,0.0,0.3011849167014586,0.0210274932216673,0.0,0.0648454884737286,,0.057986290194019,-0.5916822172099891,,0.0795191041053333,-7.05075196634209e-05,,,-0.1339558972018422,,Australia,AUD
TD.TO,Financial Services,Banks - Diversified,266756669440.0,152125947904.0,,14328000512.0,,73.345,1652051000.0,522703994880.0,637163995136.0,2094558000000.0,59179999232.0,5490999808.0,0.00719,0.119090006,0.35381,0.0,,4.089151704100073,59179999232.0,-0.315,-0.612,,152125947904.0,127827000000.0,-114460000256.0,0.0,0.0537118736040551,0.0,0.479189518553917,0.0282541706804013,0.0,0.1022335235649167,,0.0955000162924826,-0.3629306433034311,,0.0159122027829742,-0.0347394703765068,,,0.0105049891751077,,Canada,CAD
VZ,Communication Services,Telecom Services,199111524352.0,389875499008.0,51101999104.0,17340000256.0,19608500224.0,24.77,4175558910.0,200921006080.0,8400999936.0,404258000000.0,81968996352.0,37339000832.0,0.0508,0.17198,0.25186002,0.58909,0.64,1.92045,139146002432.0,0.029,0.043,,389875499008.0,104460000000.0,192520006144.0,0.1310726096767404,0.0870868741145561,0.0984799864689652,0.524630607595219,0.202764067382711,1.130824679037421,0.003292396665705,0.2367651503565848,0.0035911053572348,0.2186041252766067,0.0213761603117059,0.0508095687412109,0.0,3.7673674126171424,4.386913654018524,0.1858392089532582,0.0858936259827779,United States,USD
AMGN,Healthcare,Drug Manufacturers - General,186315390976.0,227560669184.0,16917999616.0,7800000000.0,7436624896.0,17.028,539708274.0,57322999808.0,12037999616.0,90586000000.0,26591000576.0,10755999744.0,0.08347999,1.01318,0.33800998,0.71443003,1.261,6.23754,37219999744.0,0.058,0.044,,227560669184.0,8658000000.0,45285000192.0,0.0743450073189955,0.0418644963206756,0.0399141737944662,0.0464695909159499,0.2935442626454419,0.9534134482051282,0.1176639909760326,-0.0266976969461353,0.1171500064160143,0.0113170506380276,-0.0841671836271845,-0.0136434412395605,0.0033519553072625,2.6767349107380425,4.258076225045372,0.1876384658867572,0.1802079972963423,United States,USD
STX,Technology,Computer Hardware,190157389824.0,186000621568.0,3513999872.0,2377999872.0,1610000000.0,4.88,224228992.0,4177999872.0,1146000000.0,8023000000.0,4576999936.0,2876999936.0,0.24664,17.8797,0.35668,0.41571,1.326,3.81553,11009999872.0,0.441,1.083,,186000621568.0,,3031999872.0,0.0188924092961448,0.0125054297085217,0.0084666706957333,,0.5704848480618223,0.6770395654588159,-0.0794356906329795,-0.1377480012465475,-0.0982907214711901,-0.157919621749409,0.0542769669079455,0.036697247706422,0.0118291519633371,0.8628343717822423,5.713395638629284,0.6886069947682373,0.3412093023255814,United States,USD
